number,incident_state,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,impact,urgency,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,caused_by,closed_code,resolved_by,opened_at,sys_updated_at,closed_at,final_resolved_at,resolution_time_hours,aging_days,priority,sla_breach_flag,created_month,is_active
INC0010864,New,0,0,0,true,Caller 1852,Opened by  24,Phone,Location 51,Category 23,Subcategory 174,Symptom 507,2 - Medium,2 - Medium,Group 20,Resolver 201,false,false,Do Not Notify,?,?,?,code 6,Resolved by 183,24-03-2016 09:00,24-03-2016 09:19,25-04-2016 10:07,20-04-2016 10:01,649.0166667,27,3,1,2016-03,1
INC0010865,New,0,0,0,true,Caller 3036,Opened by  8,Phone,Location 108,Category 42,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 178,false,false,Do Not Notify,?,?,?,code 6,Resolved by 161,24-03-2016 09:01,24-03-2016 09:06,29-03-2016 14:59,24-03-2016 14:53,5.866666667,0,3,0,2016-03,1
INC0010866,New,0,0,0,true,Caller 2539,Opened by  17,Phone,Location 35,Category 42,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 194,false,false,Do Not Notify,?,?,?,code 6,Resolved by 177,24-03-2016 09:01,24-03-2016 09:17,29-03-2016 14:59,24-03-2016 14:14,5.216666667,0,3,0,2016-03,1
INC0010867,Active,0,0,0,true,Caller 3478,Opened by  17,Phone,Location 204,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,24-03-2016 09:02,24-03-2016 09:05,29-03-2016 12:59,24-03-2016 12:31,3.483333333,0,3,0,2016-03,1
INC0010868,New,0,0,0,true,Caller 4377,Opened by  24,Phone,Location 204,Category 42,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 58,Resolver 76,false,false,Do Not Notify,?,?,?,code 6,Resolved by 69,24-03-2016 09:03,24-03-2016 09:09,29-03-2016 14:59,24-03-2016 13:59,4.933333333,0,3,0,2016-03,1
INC0010869,Active,0,0,0,true,Caller 3825,Opened by  17,Phone,Location 161,Category 37,Subcategory 123,Symptom 118,2 - Medium,2 - Medium,Group 24,Resolver 120,false,false,Do Not Notify,?,?,?,code 6,Resolved by 108,24-03-2016 09:04,24-03-2016 09:25,29-03-2016 14:59,24-03-2016 14:18,5.233333333,0,3,0,2016-03,1
INC0010871,New,0,0,0,true,Caller 2265,Opened by  8,Phone,Location 93,Category 20,Subcategory 103,Symptom 116,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 5,Resolved by 184,24-03-2016 09:06,24-03-2016 09:06,29-03-2016 10:59,24-03-2016 10:42,1.6,0,3,0,2016-03,1
INC0010872,New,0,0,0,true,Caller 2597,Opened by  17,Phone,Location 143,Category 42,Subcategory 174,?,2 - Medium,2 - Medium,?,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,24-03-2016 09:07,24-03-2016 09:24,29-03-2016 12:59,24-03-2016 12:25,3.3,0,3,0,2016-03,1
INC0010873,New,0,0,0,true,Caller 4414,Opened by  433,Phone,Location 51,Category 32,Subcategory 300,?,2 - Medium,2 - Medium,Group 70,Resolver 194,false,false,Do Not Notify,?,?,?,code 6,Resolved by 177,24-03-2016 09:08,24-03-2016 09:11,29-03-2016 11:59,24-03-2016 11:19,2.183333333,0,3,0,2016-03,1
INC0010874,Resolved,0,0,0,true,Caller 4973,Opened by  24,Phone,Location 153,Category 32,Subcategory 9,Symptom 105,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 7,Resolved by 15,24-03-2016 09:10,24-03-2016 09:10,29-03-2016 09:59,29-03-2016 09:59,120.8166667,5,3,1,2016-03,1
INC0010877,Active,0,0,0,true,Caller 5546,Opened by  301,Phone,Location 161,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 149,false,false,Do Not Notify,?,?,?,code 9,Resolved by 133,24-03-2016 09:16,24-03-2016 09:16,29-03-2016 09:59,24-03-2016 09:19,0.05,0,3,0,2016-03,1
INC0010882,New,0,0,0,true,Caller 1578,Opened by  8,Phone,Location 108,Category 37,Subcategory 135,Symptom 87,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,24-03-2016 09:18,24-03-2016 09:20,29-03-2016 11:59,24-03-2016 11:52,2.566666667,0,3,0,2016-03,1
INC0010886,Active,0,0,0,true,Caller 165,Opened by  17,Phone,Location 108,Category 53,Subcategory 82,Symptom 10,2 - Medium,2 - Medium,Group 76,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,24-03-2016 09:20,24-03-2016 09:20,10-04-2016 09:59,05-04-2016 09:36,288.2666667,12,3,1,2016-03,1
INC0010889,Active,0,0,0,true,Caller 337,Opened by  17,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,24-03-2016 09:25,24-03-2016 09:37,29-03-2016 11:59,24-03-2016 11:40,2.25,0,3,0,2016-03,1
INC0010890,New,0,0,0,true,Caller 34,Opened by  8,Phone,Location 143,Category 20,Subcategory 103,Symptom 208,2 - Medium,2 - Medium,Group 70,Resolver 236,false,false,Do Not Notify,?,?,?,code 9,Resolved by 215,24-03-2016 09:25,24-03-2016 09:38,29-03-2016 14:59,24-03-2016 14:17,4.866666667,0,3,0,2016-03,1
INC0010891,New,0,0,0,true,Caller 5593,Opened by  390,Phone,Location 108,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,Group 27,Resolver 187,false,false,Do Not Notify,?,?,?,code 6,Resolved by 170,24-03-2016 09:25,24-03-2016 09:33,30-03-2016 10:01,25-03-2016 03:59,18.56666667,0,3,0,2016-03,1
INC0010892,New,0,0,0,true,Caller 2290,Opened by  17,Phone,Location 143,Category 53,Subcategory 174,?,2 - Medium,2 - Medium,Group 76,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 220,24-03-2016 09:26,24-03-2016 09:26,03-05-2016 17:07,28-04-2016 16:35,847.15,35,3,1,2016-03,1
INC0010893,Active,0,0,0,true,Caller 1948,Opened by  17,Phone,Location 204,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,24-03-2016 09:27,24-03-2016 09:32,29-03-2016 11:59,24-03-2016 11:30,2.05,0,3,0,2016-03,1
INC0010895,Awaiting User Info,0,0,0,true,Caller 679,Opened by  501,Phone,Location 93,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,?,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 133,24-03-2016 09:30,24-03-2016 09:30,11-04-2016 08:59,06-04-2016 08:41,311.1833333,12,3,1,2016-03,1
INC0010896,Active,0,0,0,true,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 64,Resolver 94,false,false,Do Not Notify,?,?,?,code 6,Resolved by 85,24-03-2016 09:32,24-03-2016 09:32,31-03-2016 06:59,26-03-2016 06:34,45.03333333,1,3,1,2016-03,1
INC0010897,Active,0,0,0,true,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 64,Resolver 94,false,false,Do Not Notify,?,?,?,code 6,Resolved by 85,24-03-2016 09:32,24-03-2016 09:33,31-03-2016 06:59,26-03-2016 06:42,45.16666667,1,3,1,2016-03,1
INC0010898,New,0,0,0,true,Caller 1282,Opened by  390,Phone,Location 108,Category 53,Subcategory 130,Symptom 296,2 - Medium,2 - Medium,Group 76,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,24-03-2016 09:32,24-03-2016 09:38,12-04-2016 11:59,07-04-2016 11:58,338.4333333,14,3,1,2016-03,1
INC0010899,Active,0,0,0,true,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 64,Resolver 94,false,false,Do Not Notify,?,?,?,code 6,Resolved by 85,24-03-2016 09:33,24-03-2016 09:33,31-03-2016 06:59,26-03-2016 06:32,44.98333333,1,3,1,2016-03,1
INC0010900,Active,0,0,0,true,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 64,Resolver 94,false,false,Do Not Notify,?,?,?,code 6,Resolved by 85,24-03-2016 09:33,24-03-2016 09:34,31-03-2016 06:59,26-03-2016 06:31,44.96666667,1,3,1,2016-03,1
INC0010901,Resolved,0,0,0,true,Caller 1352,Opened by  17,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 13,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,24-03-2016 09:34,24-03-2016 09:34,29-03-2016 09:59,29-03-2016 09:59,120.4166667,5,3,1,2016-03,1
INC0010902,Active,0,0,0,true,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 64,Resolver 94,false,false,Do Not Notify,?,?,?,code 6,Resolved by 85,24-03-2016 09:34,24-03-2016 09:35,31-03-2016 06:59,26-03-2016 06:34,45,1,3,1,2016-03,1
INC0010903,Active,0,0,0,true,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 64,Resolver 94,false,false,Do Not Notify,?,?,?,code 6,Resolved by 85,24-03-2016 09:35,24-03-2016 09:35,31-03-2016 06:59,26-03-2016 06:42,45.11666667,1,3,1,2016-03,1
INC0010904,Active,0,0,0,true,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 64,Resolver 94,false,false,Do Not Notify,?,?,?,code 6,Resolved by 85,24-03-2016 09:35,24-03-2016 09:36,31-03-2016 06:59,26-03-2016 06:32,44.95,1,3,1,2016-03,1
INC0010905,Active,0,0,0,true,Caller 4377,Opened by  17,Phone,Location 204,Category 37,Subcategory 135,Symptom 491,2 - Medium,2 - Medium,Group 46,Resolver 83,false,false,Do Not Notify,?,?,?,code 6,Resolved by 76,24-03-2016 09:35,24-03-2016 09:55,29-03-2016 13:59,24-03-2016 13:43,4.133333333,0,3,0,2016-03,1
INC0010906,New,0,0,0,true,Caller 3306,Opened by  390,Phone,Location 237,Category 26,Subcategory 164,Symptom 420,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,24-03-2016 09:35,24-03-2016 09:42,29-03-2016 11:59,24-03-2016 11:27,1.866666667,0,3,0,2016-03,1
INC0010907,New,0,0,0,true,Caller 1401,?,Phone,Location 161,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,24-03-2016 09:37,24-03-2016 09:59,29-03-2016 10:59,24-03-2016 10:23,0.766666667,0,3,0,2016-03,1
INC0010908,New,0,0,0,true,Caller 1236,Opened by  131,Phone,Location 18,Category 37,Subcategory 135,Symptom 118,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 7,Resolved by 66,24-03-2016 09:41,24-03-2016 09:41,29-03-2016 10:59,24-03-2016 10:37,0.933333333,0,3,0,2016-03,1
INC0010909,New,0,0,0,true,Caller 3964,Opened by  24,Phone,Location 43,Category 20,Subcategory 125,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 182,false,false,Do Not Notify,?,?,?,code 8,Resolved by 165,24-03-2016 09:41,24-03-2016 09:45,02-04-2016 15:59,28-03-2016 15:08,101.45,4,3,1,2016-03,1
INC0010911,Active,0,0,0,true,Caller 5491,Opened by  17,Phone,Location 38,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 20,Resolver 31,false,false,Do Not Notify,?,?,?,code 6,Resolved by 30,24-03-2016 09:44,24-03-2016 09:49,03-04-2016 11:59,29-03-2016 11:19,121.5833333,5,3,1,2016-03,1
INC0010912,New,0,0,0,true,Caller 2718,Opened by  17,Phone,Location 161,Category 46,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 55,Resolver 84,false,false,Do Not Notify,?,?,?,code 6,Resolved by 77,24-03-2016 09:45,24-03-2016 10:02,29-03-2016 11:59,24-03-2016 11:12,1.45,0,3,0,2016-03,1
INC0010914,New,0,0,0,true,Caller 1847,Opened by  17,Phone,Location 161,Category 23,Subcategory 174,?,2 - Medium,2 - Medium,Group 20,?,false,false,Do Not Notify,?,?,?,code 8,Resolved by 111,24-03-2016 09:48,24-03-2016 09:48,13-04-2016 15:59,08-04-2016 15:38,365.8333333,15,3,1,2016-03,1
INC0010915,New,0,0,0,true,Caller 4065,Opened by  390,Phone,Location 34,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 133,24-03-2016 09:52,24-03-2016 09:52,11-04-2016 08:59,06-04-2016 08:43,310.85,12,3,1,2016-03,1
INC0010916,Resolved,0,0,0,true,Caller 4735,Opened by  17,Phone,Location 204,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 13,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,24-03-2016 09:55,24-03-2016 09:55,29-03-2016 10:59,29-03-2016 10:59,121.0666667,5,3,1,2016-03,1
INC0010918,New,0,0,0,true,Caller 93,Opened by  390,Phone,Location 161,Category 46,Subcategory 94,?,2 - Medium,2 - Medium,Group 33,Resolver 159,false,false,Do Not Notify,?,?,?,code 1,Resolved by 143,24-03-2016 09:58,24-03-2016 10:01,29-03-2016 14:59,24-03-2016 14:54,4.933333333,0,3,0,2016-03,1
INC0010920,New,0,0,0,true,Caller 3038,Opened by  390,Phone,Location 204,Category 46,Subcategory 220,Symptom 240,2 - Medium,2 - Medium,Group 66,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 158,24-03-2016 09:59,24-03-2016 09:59,10-01-2017 01:00,24-06-2016 08:15,2206.266667,91,3,1,2016-03,1
INC0010921,Active,0,0,0,true,Caller 820,Opened by  17,Phone,Location 93,Category 26,Subcategory 275,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 7,Resolved by 15,24-03-2016 10:00,24-03-2016 10:09,09-04-2016 08:59,04-04-2016 08:39,262.65,10,3,1,2016-03,1
INC0010922,Resolved,0,0,0,true,Caller 1264,Opened by  17,Phone,Location 204,Category 46,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,Resolver 13,false,false,Do Not Notify,?,?,?,code 9,Resolved by 11,24-03-2016 10:01,24-03-2016 10:01,29-03-2016 10:59,29-03-2016 10:59,120.9666667,5,3,1,2016-03,1
INC0010923,New,0,0,0,true,Caller 2314,Opened by  8,Phone,Location 51,Category 37,Subcategory 135,Symptom 87,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 5,24-03-2016 10:01,24-03-2016 10:01,29-03-2016 10:59,24-03-2016 10:19,0.3,0,3,0,2016-03,1
INC0010924,New,0,0,0,true,Caller 342,Opened by  390,Phone,Location 108,Category 46,Subcategory 94,Symptom 3,2 - Medium,2 - Medium,Group 33,Resolver 216,false,false,Do Not Notify,?,?,?,code 6,Resolved by 197,24-03-2016 10:02,24-03-2016 10:10,14-06-2016 10:07,09-06-2016 09:27,1847.416667,76,3,1,2016-03,1
INC0010925,Active,0,0,0,true,Caller 3664,Opened by  301,Phone,Location 36,Category 46,Subcategory 254,Symptom 491,2 - Medium,2 - Medium,Group 22,Resolver 133,false,false,Do Not Notify,?,?,?,code 6,Resolved by 119,24-03-2016 10:02,24-03-2016 10:07,04-04-2016 14:59,30-03-2016 14:21,148.3166667,6,3,1,2016-03,1
INC0010926,New,0,0,0,true,Caller 3038,Opened by  390,Phone,Location 204,Category 46,Subcategory 220,Symptom 491,2 - Medium,2 - Medium,Group 66,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 158,24-03-2016 10:03,24-03-2016 10:03,30-04-2016 08:10,25-04-2016 08:07,766.0666667,31,3,1,2016-03,1
INC0010927,Resolved,0,0,0,true,Caller 830,Opened by  17,Phone,Location 209,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 13,false,false,Do Not Notify,?,?,?,code 7,Resolved by 11,24-03-2016 10:05,24-03-2016 10:05,29-03-2016 10:59,29-03-2016 10:59,120.9,5,3,1,2016-03,1
INC0010928,Active,0,0,0,true,Caller 2721,Opened by  17,Phone,Location 204,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 57,false,false,Do Not Notify,?,?,?,code 11,Resolved by 53,24-03-2016 10:06,24-03-2016 10:17,16-04-2016 15:07,11-04-2016 14:39,436.55,18,3,1,2016-03,1
INC0010929,Active,0,0,0,true,Caller 1904,Opened by  180,Phone,Location 125,Category 42,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,?,Resolver 101,false,false,Do Not Notify,Problem ID  49,?,?,code 6,Resolved by 91,24-03-2016 10:07,24-03-2016 10:18,29-03-2016 11:59,24-03-2016 11:49,1.7,0,3,0,2016-03,1
INC0010931,Active,0,0,0,true,Caller 5016,Opened by  17,Phone,Location 51,Category 46,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 55,Resolver 84,false,false,Do Not Notify,?,?,?,code 6,Resolved by 77,24-03-2016 10:08,24-03-2016 10:14,29-03-2016 11:59,24-03-2016 11:23,1.25,0,3,0,2016-03,1
INC0010932,New,0,0,0,true,Caller 1325,Opened by  17,Phone,Location 42,Category 46,Subcategory 174,?,2 - Medium,1 - High,Group 55,Resolver 84,false,false,Do Not Notify,?,?,?,code 6,Resolved by 77,24-03-2016 10:09,24-03-2016 10:18,29-03-2016 10:59,24-03-2016 10:52,0.716666667,0,2,0,2016-03,1
INC0010933,Active,0,0,0,true,Caller 820,Opened by  17,Phone,Location 93,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,24-03-2016 10:10,24-03-2016 10:29,29-03-2016 14:59,24-03-2016 13:59,3.816666667,0,3,0,2016-03,1
INC0010934,New,0,0,0,true,Caller 4680,Opened by  390,Phone,Location 93,Category 22,Subcategory 277,Symptom 129,2 - Medium,2 - Medium,Group 75,Resolver 215,false,false,Do Not Notify,?,?,?,code 6,Resolved by 196,24-03-2016 10:10,24-03-2016 10:14,29-03-2016 17:59,24-03-2016 17:12,7.033333333,0,3,0,2016-03,1
INC0010935,New,0,0,0,true,Caller 929,Opened by  390,Phone,Location 93,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 188,false,false,Do Not Notify,?,?,?,code 6,Resolved by 171,24-03-2016 10:10,24-03-2016 10:18,04-05-2016 18:07,29-04-2016 17:27,871.2833333,36,3,1,2016-03,1
INC0010940,New,0,0,0,true,Caller 1783,Opened by  247,Phone,Location 135,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 49,false,false,Do Not Notify,?,?,?,code 6,Resolved by 46,24-03-2016 10:14,24-03-2016 10:17,10-04-2016 16:59,05-04-2016 16:53,294.65,12,3,1,2016-03,1
INC0010941,New,0,0,0,true,Caller 468,Opened by  390,Phone,Location 93,Category 53,Subcategory 303,Symptom 86,2 - Medium,2 - Medium,Group 70,Resolver 126,false,false,Do Not Notify,?,?,?,code 9,Resolved by 114,24-03-2016 10:14,24-03-2016 10:22,29-03-2016 19:59,24-03-2016 19:21,9.116666667,0,3,0,2016-03,1
INC0010945,Active,0,0,0,true,Caller 5073,Opened by  17,Phone,Location 38,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,Group 55,Resolver 84,false,false,Do Not Notify,?,?,?,code 6,Resolved by 77,24-03-2016 10:15,24-03-2016 10:19,29-03-2016 11:59,24-03-2016 11:00,0.75,0,3,0,2016-03,1
INC0010946,New,0,0,0,true,Caller 679,Opened by  501,Phone,Location 93,Category 61,Subcategory 36,Symptom 458,2 - Medium,2 - Medium,?,?,false,false,Do Not Notify,?,?,?,code 7,Resolved by 50,24-03-2016 10:18,24-03-2016 10:18,05-04-2016 14:59,31-03-2016 14:53,172.5833333,7,3,1,2016-03,1
INC0010947,Active,0,0,0,true,Caller 3160,Opened by  17,Phone,Location 204,Category 26,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,24-03-2016 10:20,24-03-2016 10:34,09-04-2016 16:59,04-04-2016 16:29,270.15,11,3,1,2016-03,1
INC0010949,New,0,0,0,true,Caller 2983,Opened by  131,Phone,Location 39,Category 37,Subcategory 135,Symptom 118,3 - Low,3 - Low,Group 70,Resolver 187,false,false,Do Not Notify,?,?,?,code 6,Resolved by 170,24-03-2016 10:21,24-03-2016 10:33,30-03-2016 03:59,25-03-2016 03:52,17.51666667,0,4,0,2016-03,1
INC0010950,New,0,0,0,true,Caller 56,Opened by  17,Phone,Location 143,Category 24,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 69,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 30,24-03-2016 10:21,24-03-2016 10:21,04-04-2016 10:59,30-03-2016 10:29,144.1333333,6,3,1,2016-03,1
INC0010951,New,0,0,0,true,Caller 1586,Opened by  390,Phone,Location 108,Category 43,Subcategory 107,?,2 - Medium,2 - Medium,Group 22,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 174,24-03-2016 10:25,24-03-2016 10:25,12-04-2016 01:59,07-04-2016 01:15,326.8333333,13,3,1,2016-03,1
INC0010952,New,0,0,0,true,Caller 5588,Opened by  8,Phone,Location 204,Category 43,Subcategory 105,Symptom 33,2 - Medium,2 - Medium,Group 82,Resolver 194,false,false,Do Not Notify,?,?,?,code 6,Resolved by 177,24-03-2016 10:25,24-03-2016 10:28,03-04-2016 11:59,29-03-2016 11:49,121.4,5,3,1,2016-03,1
INC0010953,New,0,0,0,true,Caller 5052,Opened by  390,Phone,Location 161,Category 46,Subcategory 231,Symptom 211,2 - Medium,2 - Medium,Group 37,Resolver 153,false,false,Do Not Notify,?,?,?,code 8,Resolved by 137,24-03-2016 10:27,24-03-2016 10:33,10-04-2016 17:59,05-04-2016 17:58,295.5166667,12,3,1,2016-03,1
INC0010954,New,0,0,0,true,Caller 721,Opened by  501,Phone,Location 161,Category 61,Subcategory 36,Symptom 458,2 - Medium,2 - Medium,?,?,false,false,Do Not Notify,?,?,?,code 3,Resolved by 151,24-03-2016 10:28,24-03-2016 10:28,24-04-2016 19:07,19-04-2016 18:11,631.7166667,26,3,1,2016-03,1
INC0010955,New,0,0,0,true,Caller 1904,Opened by  180,Phone,Location 125,Category 46,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,?,Resolver 101,false,false,Do Not Notify,?,?,?,code 6,Resolved by 91,24-03-2016 10:28,24-03-2016 10:29,29-03-2016 16:59,24-03-2016 16:21,5.883333333,0,3,0,2016-03,1
INC0010956,Active,0,0,0,true,Caller 2377,Opened by  17,Phone,Location 43,Category 61,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,?,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 180,24-03-2016 10:29,24-03-2016 10:29,09-04-2016 09:59,04-04-2016 09:10,262.6833333,10,3,1,2016-03,1
INC0010957,Active,0,0,0,true,Caller 3388,Opened by  423,Phone,Location 51,Category 46,Subcategory 150,?,2 - Medium,2 - Medium,Group 10,Resolver 200,false,false,Do Not Notify,?,?,?,code 6,Resolved by 182,24-03-2016 10:29,24-03-2016 10:31,29-03-2016 10:59,24-03-2016 10:45,0.266666667,0,3,0,2016-03,1
INC0010958,New,0,0,0,true,Caller 1185,Opened by  8,Phone,Location 93,Category 20,Subcategory 103,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 69,false,false,Do Not Notify,?,?,?,code 6,Resolved by 62,24-03-2016 10:29,24-03-2016 10:34,03-04-2016 08:59,29-03-2016 08:49,118.3333333,4,3,1,2016-03,1
INC0010959,Active,0,0,0,true,Caller 4473,Opened by  17,Phone,Location 108,Category 42,Subcategory 183,Symptom 491,2 - Medium,2 - Medium,?,Resolver 17,false,false,Do Not Notify,?,?,?,code 7,Resolved by 15,24-03-2016 10:29,24-03-2016 10:32,09-04-2016 08:59,04-04-2016 08:43,262.2333333,10,3,1,2016-03,1
INC0010960,New,0,0,0,true,Caller 675,Opened by  17,Phone,Location 111,Category 61,Subcategory 36,Symptom 458,2 - Medium,2 - Medium,?,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 180,24-03-2016 10:30,24-03-2016 10:30,03-04-2016 17:59,29-03-2016 17:05,126.5833333,5,3,1,2016-03,1
INC0010961,Active,0,0,0,true,Caller 3160,Opened by  17,Phone,Location 204,Category 62,Subcategory 192,Symptom 491,2 - Medium,2 - Medium,Group 75,Resolver 17,false,false,Do Not Notify,?,?,?,code 7,Resolved by 15,24-03-2016 10:34,24-03-2016 10:38,17-04-2016 10:10,12-04-2016 10:07,455.55,18,3,1,2016-03,1
INC0010962,New,0,0,0,true,Caller 1904,Opened by  180,Phone,Location 125,Category 46,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,?,Resolver 101,false,false,Do Not Notify,?,?,?,code 6,Resolved by 91,24-03-2016 10:35,24-03-2016 10:38,29-03-2016 16:59,24-03-2016 16:22,5.783333333,0,3,0,2016-03,1
INC0010963,New,0,0,0,true,Caller 5316,Opened by  8,Phone,Location 161,Category 20,Subcategory 103,Symptom 116,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 7,Resolved by 15,24-03-2016 10:35,24-03-2016 10:50,09-04-2016 14:59,04-04-2016 14:20,267.75,11,3,1,2016-03,1
INC0010965,New,0,0,0,true,Caller 4057,Opened by  131,Phone,Location 204,Category 46,Subcategory 242,Symptom 174,2 - Medium,2 - Medium,Group 57,Resolver 155,false,false,Do Not Notify,?,?,?,code 8,Resolved by 139,24-03-2016 10:38,24-03-2016 10:44,04-04-2016 17:59,30-03-2016 17:19,150.6833333,6,3,1,2016-03,1
INC0010966,New,0,0,0,true,Caller 5173,Opened by  17,Phone,Location 93,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 39,Resolver 194,false,false,Do Not Notify,?,?,?,code 6,Resolved by 177,24-03-2016 10:38,24-03-2016 10:51,29-03-2016 11:59,24-03-2016 11:44,1.1,0,3,0,2016-03,1
INC0010968,New,0,0,0,true,Caller 1971,Opened by  240,Phone,Location 15,Category 42,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 3,Resolver 100,false,false,Do Not Notify,?,?,?,code 7,Resolved by 90,24-03-2016 10:40,24-03-2016 11:07,02-04-2016 10:59,28-03-2016 10:37,95.95,3,3,1,2016-03,1
INC0010969,New,0,0,0,true,Caller 4585,Opened by  10,Phone,Location 93,Category 42,Subcategory 223,?,2 - Medium,2 - Medium,Group 70,Resolver 8,false,false,Do Not Notify,?,?,?,code 6,Resolved by 7,24-03-2016 10:40,24-03-2016 10:41,30-04-2016 18:07,25-04-2016 17:59,775.3166667,32,3,1,2016-03,1
