sys_mod_count,made_sla,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,impact,urgency,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,caused_by,closed_code,resolved_by,opened_at,resolution_time_hours,aging_days,priority,sla_breach_flag,created_month
0,True,Caller 2405,Opened by  402,Phone,Location 108,Category 20,Subcategory 89,Symptom 220,2 - Medium,2 - Medium,Group 20,?,True,False,Do Not Notify,?,?,?,code 5,Resolved by 184,2016-03-04 10:06:00,0.566666667,0,3,0,2016-03
0,True,Caller 327,Opened by  40,Phone,Location 204,Category 26,Subcategory 175,?,2 - Medium,2 - Medium,Group 25,Resolver 58,True,False,Do Not Notify,?,?,?,code 6,Resolved by 53,2016-03-04 10:06:00,0.45,0,3,0,2016-03
0,True,Caller 3870,Opened by  402,Phone,Location 161,Category 9,Subcategory 164,Symptom 134,2 - Medium,2 - Medium,Group 20,Resolver 89,True,False,Do Not Notify,?,?,?,code 6,Resolved by 81,2016-03-04 10:08:00,647.0833333,26,3,1,2016-03
0,True,Caller 2336,?,Phone,Location 143,Category 44,Subcategory 54,Symptom 260,2 - Medium,2 - Medium,Group 5,Resolver 13,True,False,Do Not Notify,?,?,?,code 6,Resolved by 11,2016-03-04 10:09:00,430.9666667,17,3,1,2016-03
0,True,Caller 3000,Opened by  180,Phone,Location 143,Category 20,Subcategory 125,Symptom 470,2 - Medium,2 - Medium,Group 28,?,True,False,Do Not Notify,?,?,?,code 11,Resolved by 215,2016-03-04 10:09:00,75.85,3,3,1,2016-03
0,True,Caller 2843,Opened by  443,Phone,Location 204,Category 45,Subcategory 200,Symptom 470,2 - Medium,2 - Medium,Group 70,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 15,2016-03-04 10:10:00,0.65,0,3,0,2016-03
0,True,Caller 5088,Opened by  180,Phone,Location 45,Category 24,Subcategory 164,Symptom 472,2 - Medium,2 - Medium,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,code 4,Resolved by 30,2016-03-04 10:12:00,170.65,7,3,1,2016-03
0,True,Caller 4270,Opened by  40,Phone,Location 204,Category 20,Subcategory 103,Symptom 571,2 - Medium,2 - Medium,Group 70,Resolver 58,True,False,Do Not Notify,?,?,?,code 6,Resolved by 53,2016-03-04 10:12:00,5.766666667,0,3,0,2016-03
0,True,Caller 3984,?,Phone,Location 143,Category 45,Subcategory 220,Symptom 253,2 - Medium,2 - Medium,Group 66,?,True,False,Do Not Notify,?,?,?,code 7,Resolved by 15,2016-03-04 10:13:00,101.8166667,4,3,1,2016-03
0,True,Caller 3985,Opened by  40,Phone,Location 111,Category 53,Subcategory 271,?,2 - Medium,2 - Medium,Group 70,?,True,False,Do Not Notify,?,?,?,code 8,Resolved by 44,2016-03-04 10:17:00,302.8166667,12,3,1,2016-03
0,True,Caller 2453,Opened by  402,Phone,Location 241,Category 26,Subcategory 175,Symptom 470,2 - Medium,2 - Medium,Group 70,?,True,False,Do Not Notify,?,?,?,code 7,Resolved by 15,2016-03-04 10:17:00,100.7,4,3,1,2016-03
0,True,Caller 1222,Opened by  24,Phone,Location 204,Category 61,Subcategory 164,Symptom 4,2 - Medium,2 - Medium,Group 25,Resolver 140,True,False,Do Not Notify,?,?,?,code 6,Resolved by 126,2016-03-04 10:18:00,311.5666667,12,3,1,2016-03
0,True,Caller 2132,Opened by  402,Phone,Location 39,Category 61,Subcategory 164,Symptom 208,2 - Medium,2 - Medium,Group 72,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 180,2016-03-04 10:21:00,94.95,3,3,1,2016-03
0,True,Caller 3171,Opened by  180,Phone,Location 161,Category 23,Subcategory 75,Symptom 4,2 - Medium,2 - Medium,Group 70,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 85,2016-03-04 10:21:00,0.216666667,0,3,0,2016-03
0,True,Caller 92,Opened by  9,Phone,Location 204,Category 55,Subcategory 170,?,2 - Medium,2 - Medium,Group 65,Resolver 197,True,False,Do Not Notify,?,?,?,code 4,Resolved by 6,2016-03-04 10:22:00,1415.833333,58,3,1,2016-03
0,True,Caller 4523,Opened by  301,Phone,Location 204,Category 53,Subcategory 117,?,2 - Medium,2 - Medium,Group 25,Resolver 58,True,False,Do Not Notify,?,?,?,code 6,Resolved by 53,2016-03-04 10:23:00,122.4333333,5,3,1,2016-03
0,True,Caller 3909,Opened by  443,Phone,Location 143,Category 26,Subcategory 175,?,2 - Medium,2 - Medium,Group 70,?,True,False,Do Not Notify,?,?,?,code 9,Resolved by 215,2016-03-04 10:23:00,0.466666667,0,3,0,2016-03
0,True,Caller 3745,Opened by  501,Phone,Location 51,Category 44,Subcategory 54,?,3 - Low,3 - Low,Group 5,Resolver 247,True,False,Do Not Notify,?,?,?,code 7,Resolved by 226,2016-03-04 10:23:00,118.5333333,4,4,1,2016-03
0,True,Caller 4647,Opened by  24,Phone,Location 93,Category 42,Subcategory 106,Symptom 208,2 - Medium,2 - Medium,Group 22,Resolver 153,True,False,Do Not Notify,?,?,?,code 8,Resolved by 137,2016-03-04 10:23:00,119.25,4,3,1,2016-03
0,True,Caller 2400,Opened by  40,Phone,Location 161,Category 61,Subcategory 164,Symptom 114,2 - Medium,2 - Medium,Group 24,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 151,2016-03-04 10:24:00,96.56666667,4,3,1,2016-03
0,True,Caller 4195,Opened by  402,Phone,Location 28,Category 32,Subcategory 9,?,2 - Medium,2 - Medium,Group 70,?,True,False,Do Not Notify,?,?,?,code 7,Resolved by 175,2016-03-04 10:26:00,120.5666667,5,3,1,2016-03
0,True,Caller 2493,?,Phone,Location 197,Category 42,Subcategory 31,?,2 - Medium,2 - Medium,Group 70,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 5,2016-03-04 10:28:00,213.3333333,8,3,1,2016-03
0,True,Caller 2535,Opened by  402,Phone,Location 44,Category 61,Subcategory 164,Symptom 607,2 - Medium,2 - Medium,Group 72,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 180,2016-03-04 10:28:00,455.6,18,3,1,2016-03
0,True,Caller 2575,Opened by  501,Phone,Location 161,Category 26,Subcategory 164,Symptom 13,3 - Low,3 - Low,?,Resolver 172,True,False,Do Not Notify,?,?,?,code 6,Resolved by 155,2016-03-04 10:28:00,318.8666667,13,4,1,2016-03
0,True,Caller 4575,Opened by  316,Phone,Location 240,Category 20,Subcategory 125,Symptom 4,2 - Medium,2 - Medium,Group 28,Resolver 13,True,False,Do Not Notify,?,?,?,code 6,Resolved by 11,2016-03-04 10:28:00,313.7833333,13,3,1,2016-03
0,True,Caller 5085,Opened by  59,Phone,Location 55,Category 55,Subcategory 32,Symptom 605,2 - Medium,2 - Medium,Group 23,Resolver 13,True,False,Do Not Notify,?,?,?,code 6,Resolved by 11,2016-03-04 10:30:00,430.6666667,17,3,1,2016-03
0,True,Caller 1356,Opened by  40,Phone,Location 111,Category 20,Subcategory 103,Symptom 473,2 - Medium,2 - Medium,Group 70,Resolver 58,True,False,Do Not Notify,?,?,?,code 6,Resolved by 53,2016-03-04 10:30:00,97.63333333,4,3,1,2016-03
0,True,Caller 4419,Opened by  443,Phone,Location 143,Category 26,Subcategory 175,Symptom 69,2 - Medium,2 - Medium,Group 28,?,True,False,Do Not Notify,?,?,?,code 9,Resolved by 133,2016-03-04 10:30:00,315.8833333,13,3,1,2016-03
0,True,Caller 1355,Opened by  40,Phone,Location 204,Category 40,Subcategory 69,?,2 - Medium,2 - Medium,Group 20,?,True,False,Do Not Notify,?,?,?,code 8,Resolved by 203,2016-03-04 10:31:00,3.783333333,0,3,0,2016-03
0,True,Caller 3729,Opened by  301,Phone,Location 113,Category 53,Subcategory 303,Symptom 387,2 - Medium,2 - Medium,Group 70,Resolver 140,True,False,Do Not Notify,?,?,?,code 6,Resolved by 126,2016-03-04 10:34:00,289.8833333,12,3,1,2016-03
0,True,Caller 2460,Opened by  402,Phone,Location 204,Category 43,Subcategory 107,?,2 - Medium,2 - Medium,Group 70,?,True,False,Do Not Notify,?,?,?,code 7,Resolved by 175,2016-03-04 10:34:00,120.4333333,5,3,1,2016-03
0,True,Caller 38,?,Phone,Location 204,Category 61,Subcategory 283,Symptom 429,2 - Medium,2 - Medium,Group 73,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 180,2016-03-04 10:37:00,145.6166667,6,3,1,2016-03
0,True,Caller 3706,Opened by  180,Phone,Location 204,Category 30,Subcategory 275,Symptom 72,2 - Medium,2 - Medium,Group 70,Resolver 58,True,False,Do Not Notify,?,?,?,code 6,Resolved by 126,2016-03-04 10:37:00,174.6166667,7,3,1,2016-03
0,True,Caller 2288,Opened by  402,Phone,Location 162,Category 9,Subcategory 164,Symptom 311,2 - Medium,2 - Medium,Group 24,Resolver 24,True,False,Do Not Notify,?,?,?,code 6,Resolved by 22,2016-03-04 10:37:00,75.8,3,3,1,2016-03
0,True,Caller 3592,Opened by  443,Phone,Location 229,Category 32,Subcategory 9,Symptom 470,2 - Medium,2 - Medium,Group 70,Resolver 13,True,False,Do Not Notify,?,?,?,code 6,Resolved by 11,2016-03-04 10:39:00,430.5666667,17,3,1,2016-03
0,True,Caller 3729,Opened by  301,Phone,Location 113,Category 53,Subcategory 303,Symptom 387,2 - Medium,2 - Medium,Group 70,Resolver 140,True,False,Do Not Notify,?,?,?,code 6,Resolved by 126,2016-03-04 10:44:00,245.0333333,10,3,1,2016-03
0,True,Caller 4108,Opened by  402,Phone,Location 204,Category 53,Subcategory 117,Symptom 387,2 - Medium,2 - Medium,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,code 5,Resolved by 113,2016-03-04 10:48:00,3.916666667,0,3,0,2016-03
0,True,Caller 663,Opened by  301,Phone,Location 204,Category 53,Subcategory 303,Symptom 387,2 - Medium,2 - Medium,Group 25,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 15,2016-03-04 10:48:00,461.0333333,19,3,1,2016-03
0,True,Caller 980,Opened by  402,Phone,Location 51,Category 9,Subcategory 204,Symptom 607,2 - Medium,2 - Medium,Group 23,Resolver 201,True,False,Do Not Notify,?,?,?,code 6,Resolved by 183,2016-03-04 10:48:00,6.216666667,0,3,0,2016-03
0,True,Caller 4314,Opened by  62,Phone,Location 161,Category 53,Subcategory 303,?,2 - Medium,2 - Medium,Group 70,Resolver 33,True,False,Do Not Notify,?,?,?,code 6,Resolved by 11,2016-03-04 10:52:00,430.6666667,17,3,1,2016-03
0,True,Caller 3316,Opened by  402,Phone,Location 204,Category 26,Subcategory 164,Symptom 607,2 - Medium,2 - Medium,Group 25,Resolver 58,True,False,Do Not Notify,?,?,?,code 6,Resolved by 53,2016-03-04 10:52:00,157.0666667,6,3,1,2016-03
0,True,Caller 4581,Opened by  453,Phone,Location 18,Category 44,Subcategory 54,?,2 - Medium,2 - Medium,Group 54,Resolver 130,True,False,Do Not Notify,?,?,?,code 6,Resolved by 208,2016-03-04 10:53:00,244.8333333,10,3,1,2016-03
0,True,Caller 3466,?,Phone,Location 143,Category 26,Subcategory 175,Symptom 387,2 - Medium,2 - Medium,Group 28,Resolver 236,True,False,Do Not Notify,?,?,?,code 6,Resolved by 215,2016-03-04 10:53:00,76.0,3,3,1,2016-03
0,True,Caller 3515,Opened by  443,Phone,Location 51,Category 45,Subcategory 200,?,2 - Medium,2 - Medium,Group 70,Resolver 22,True,False,Do Not Notify,?,?,?,code 6,Resolved by 20,2016-03-04 10:54:00,1320.866667,55,3,1,2016-03
0,True,Caller 4415,Opened by  180,Phone,Location 93,Category 42,Subcategory 106,Symptom 470,2 - Medium,2 - Medium,Group 70,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 166,2016-03-04 10:54:00,71.96666667,2,3,1,2016-03
0,True,Caller 2460,Opened by  402,Phone,Location 204,Category 26,Subcategory 175,Symptom 470,2 - Medium,2 - Medium,Group 70,?,True,False,Do Not Notify,?,?,?,code 9,Resolved by 103,2016-03-04 10:55:00,103.7,4,3,1,2016-03
0,True,Caller 3984,Opened by  301,Phone,Location 143,Category 32,Subcategory 9,?,2 - Medium,2 - Medium,Group 70,Resolver 149,True,False,Do Not Notify,?,?,?,code 9,Resolved by 133,2016-03-04 10:56:00,121.0666667,5,3,1,2016-03
0,True,Caller 1468,Opened by  402,Phone,Location 204,Category 9,Subcategory 164,Symptom 4,2 - Medium,2 - Medium,Group 70,?,True,False,Do Not Notify,?,?,?,code 7,Resolved by 21,2016-03-04 10:58:00,289.95,12,3,1,2016-03
0,True,Caller 1840,Opened by  402,Phone,Location 143,Category 37,Subcategory 135,Symptom 134,2 - Medium,2 - Medium,Group 28,Resolver 74,True,False,Do Not Notify,?,?,?,code 8,Resolved by 67,2016-03-04 10:58:00,459.75,19,3,1,2016-03
0,True,Caller 351,Opened by  24,Phone,Location 204,Category 53,Subcategory 113,Symptom 4,2 - Medium,2 - Medium,Group 66,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 166,2016-03-04 10:58:00,6.15,0,3,0,2016-03
0,True,Caller 1995,Opened by  59,Phone,Location 96,Category 40,Subcategory 215,?,2 - Medium,2 - Medium,Group 29,Resolver 17,True,False,Do Not Notify,?,?,?,code 6,Resolved by 15,2016-03-04 10:59:00,453.2,18,3,1,2016-03
0,True,Caller 160,Opened by  40,Phone,Location 204,Category 9,Subcategory 164,?,2 - Medium,2 - Medium,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,code 6,Resolved by 53,2016-03-04 11:04:00,238.2333333,9,3,1,2016-03
0,True,Caller 4640,Opened by  301,Phone,Location 161,Category 20,Subcategory 125,Symptom 387,2 - Medium,2 - Medium,Group 70,Resolver 249,True,False,Do Not Notify,?,?,?,code 6,Resolved by 227,2016-03-04 11:05:00,0.65,0,3,0,2016-03
0,True,Caller 5348,Opened by  180,Phone,Location 93,Category 24,Subcategory 164,Symptom 4,2 - Medium,2 - Medium,Group 20,?,True,False,Do Not Notify,?,?,?,code 7,Resolved by 50,2016-03-04 11:12:00,171.7333333,7,3,1,2016-03
0,True,Caller 155,Opened by  443,Phone,Location 108,Category 22,Subcategory 277,?,2 - Medium,2 - Medium,Group 75,Resolver 230,True,False,Do Not Notify,?,?,?,code 10,Resolved by 209,2016-03-04 11:12:00,988.9166667,41,3,1,2016-03
0,True,Caller 5228,Opened by  9,Phone,Location 204,Category 55,Subcategory 170,?,2 - Medium,2 - Medium,Group 65,Resolver 197,True,False,Do Not Notify,?,?,?,code 7,Resolved by 179,2016-03-04 11:15:00,237.6666667,9,3,1,2016-03
0,True,Caller 5594,Opened by  228,Phone,Location 117,Category 9,Subcategory 164,Symptom 6,2 - Medium,2 - Medium,Group 24,?,True,False,Do Not Notify,?,?,?,code 7,Resolved by 83,2016-03-04 11:18:00,1.116666667,0,3,0,2016-03
0,True,Caller 2972,Opened by  402,Phone,Location 51,Category 26,Subcategory 275,Symptom 571,2 - Medium,2 - Medium,?,Resolver 184,True,False,Do Not Notify,?,?,?,code 8,Resolved by 167,2016-03-04 11:18:00,481.8833333,20,3,1,2016-03
0,True,Caller 2906,Opened by  40,Phone,Location 161,Category 32,Subcategory 9,?,2 - Medium,2 - Medium,Group 20,Resolver 188,True,False,Do Not Notify,?,?,?,code 9,Resolved by 133,2016-03-04 11:20:00,598.4833333,24,3,1,2016-03
0,True,Caller 4254,Opened by  9,Phone,Location 161,Category 55,Subcategory 170,Symptom 273,2 - Medium,2 - Medium,Group 65,Resolver 7,True,False,Do Not Notify,?,?,?,code 6,Resolved by 6,2016-03-04 11:20:00,314.4333333,13,3,1,2016-03
0,True,Caller 2881,Opened by  301,Phone,Location 143,Category 9,Subcategory 164,Symptom 571,2 - Medium,2 - Medium,Group 28,?,True,False,Do Not Notify,?,?,?,code 15,Resolved by 71,2016-03-04 11:21:00,122.9666667,5,3,1,2016-03
0,True,Caller 3864,Opened by  24,Phone,Location 93,Category 26,Subcategory 164,Symptom 571,2 - Medium,2 - Medium,Group 70,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 62,2016-03-04 11:22:00,2.733333333,0,3,0,2016-03
0,True,Caller 3523,Opened by  9,Phone,Location 108,Category 55,Subcategory 184,Symptom 273,2 - Medium,2 - Medium,Group 65,Resolver 7,True,False,Do Not Notify,?,?,?,code 17,Resolved by 6,2016-03-04 11:25:00,840.2,35,3,1,2016-03
0,True,Caller 4289,Opened by  59,Phone,Location 71,Category 9,Subcategory 164,Symptom 529,2 - Medium,2 - Medium,Group 23,Resolver 125,True,False,Do Not Notify,?,?,?,code 5,Resolved by 113,2016-03-04 11:25:00,485.8166667,20,3,1,2016-03
0,True,Caller 3428,Opened by  443,Phone,Location 93,Category 26,Subcategory 175,Symptom 572,2 - Medium,2 - Medium,Group 70,Resolver 188,True,False,Do Not Notify,?,?,?,code 6,Resolved by 171,2016-03-04 11:26:00,3.9,0,3,0,2016-03
0,True,Caller 3062,?,Phone,Location 37,Category 19,Subcategory 4,Symptom 605,2 - Medium,2 - Medium,Group 63,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 98,2016-03-04 11:26:00,1078.883333,44,3,1,2016-03
0,True,Caller 2256,Opened by  9,Phone,Location 179,Category 55,Subcategory 170,?,2 - Medium,2 - Medium,Group 65,Resolver 167,True,False,Do Not Notify,?,?,?,code 6,Resolved by 150,2016-03-04 11:30:00,168.6666667,7,3,1,2016-03
0,True,Caller 3982,Opened by  301,Phone,Location 161,Category 61,Subcategory 16,Symptom 311,2 - Medium,2 - Medium,Group 74,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 180,2016-03-04 11:32:00,93.35,3,3,1,2016-03
0,True,Caller 724,Opened by  402,Phone,Location 108,Category 32,Subcategory 9,Symptom 4,2 - Medium,2 - Medium,Group 20,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 11,2016-03-04 11:32:00,459.8666667,19,3,1,2016-03
0,True,Caller 129,Opened by  402,Phone,Location 113,Category 53,Subcategory 298,Symptom 387,2 - Medium,2 - Medium,Group 25,Resolver 58,True,False,Do Not Notify,?,?,?,code 6,Resolved by 53,2016-03-04 11:34:00,4.266666667,0,3,0,2016-03
0,True,Caller 2271,Opened by  59,Phone,Location 93,Category 61,Subcategory 16,Symptom 474,2 - Medium,2 - Medium,Group 23,?,True,False,Do Not Notify,?,?,?,code 5,Resolved by 50,2016-03-04 11:35:00,77.38333333,3,3,1,2016-03
0,True,Caller 3985,Opened by  301,Phone,Location 111,Category 32,Subcategory 9,?,2 - Medium,2 - Medium,Group 70,Resolver 149,True,False,Do Not Notify,?,?,?,code 9,Resolved by 133,2016-03-04 11:36:00,121.4,5,3,1,2016-03
0,True,Caller 129,Opened by  402,Phone,Location 113,Category 55,Subcategory 146,Symptom 387,2 - Medium,2 - Medium,Group 25,Resolver 58,True,False,Do Not Notify,?,?,?,code 9,Resolved by 53,2016-03-04 11:37:00,4.183333333,0,3,0,2016-03
0,True,Caller 448,Opened by  40,Phone,Location 143,Category 43,Subcategory 107,Symptom 494,2 - Medium,2 - Medium,Group 22,Resolver 200,True,False,Do Not Notify,?,?,?,code 6,Resolved by 182,2016-03-04 11:38:00,984.2833333,41,3,1,2016-03
0,True,Caller 129,Opened by  402,Phone,Location 113,Category 35,Subcategory 28,Symptom 4,2 - Medium,2 - Medium,Group 25,Resolver 58,True,False,Do Not Notify,?,?,?,code 6,Resolved by 53,2016-03-04 11:40:00,2.35,0,3,0,2016-03
0,True,Caller 419,Opened by  402,Phone,Location 161,Category 53,Subcategory 117,Symptom 208,2 - Medium,2 - Medium,Group 24,Resolver 24,True,False,Do Not Notify,?,?,?,code 6,Resolved by 22,2016-03-04 11:41:00,0.333333333,0,3,0,2016-03
0,True,Caller 2271,Opened by  59,Phone,Location 93,Category 34,Subcategory 154,Symptom 112,2 - Medium,2 - Medium,Group 23,Resolver 69,True,False,Do Not Notify,?,?,?,code 6,Resolved by 62,2016-03-04 11:42:00,792.6666667,33,3,1,2016-03
0,True,Caller 4609,Opened by  402,Phone,Location 161,Category 37,Subcategory 123,Symptom 208,2 - Medium,2 - Medium,Group 24,Resolver 164,True,False,Do Not Notify,?,?,?,code 7,Resolved by 147,2016-03-04 11:46:00,3.4,0,3,0,2016-03
0,True,Caller 4933,Opened by  501,Phone,Location 10,Category 45,Subcategory 200,?,3 - Low,3 - Low,Group 39,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 166,2016-03-04 11:46:00,69.76666667,2,4,1,2016-03
0,True,Caller 5590,Opened by  402,Phone,Location 143,Category 26,Subcategory 275,Symptom 474,2 - Medium,2 - Medium,Group 28,?,True,False,Do Not Notify,?,?,?,code 9,Resolved by 130,2016-03-04 11:47:00,167.1166667,6,3,1,2016-03
0,True,Caller 2901,Opened by  59,Phone,Location 108,Category 55,Subcategory 161,Symptom 387,2 - Medium,2 - Medium,Group 24,Resolver 170,True,False,Do Not Notify,?,?,?,code 9,Resolved by 153,2016-03-04 11:48:00,100.0166667,4,3,1,2016-03
0,True,Caller 4322,Opened by  402,Phone,Location 96,Category 9,Subcategory 164,Symptom 134,2 - Medium,2 - Medium,Group 24,Resolver 249,True,False,Do Not Notify,?,?,?,code 8,Resolved by 227,2016-03-04 11:50:00,141.1333333,5,3,1,2016-03
0,True,Caller 4375,Opened by  59,Phone,Location 108,Category 55,Subcategory 161,?,2 - Medium,2 - Medium,Group 23,Resolver 34,True,False,Do Not Notify,?,?,?,code 6,Resolved by 33,2016-03-04 11:52:00,261.55,10,3,1,2016-03
0,True,Caller 93,?,Phone,Location 161,Category 45,Subcategory 94,?,2 - Medium,2 - Medium,Group 24,Resolver 216,True,False,Do Not Notify,?,?,?,code 6,Resolved by 197,2016-03-04 11:55:00,151.2833333,6,3,1,2016-03
0,True,Caller 618,Opened by  501,Phone,Location 108,Category 45,Subcategory 200,?,3 - Low,3 - Low,Group 39,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 166,2016-03-04 11:55:00,5.333333333,0,4,0,2016-03
0,True,Caller 4842,Opened by  180,Phone,Location 108,Category 53,Subcategory 20,Symptom 470,2 - Medium,2 - Medium,Group 27,Resolver 33,True,False,Do Not Notify,?,?,?,code 7,Resolved by 32,2016-03-04 11:56:00,168.1666667,7,3,1,2016-03
0,True,Caller 1002,Opened by  390,Phone,Location 108,Category 19,Subcategory 4,?,2 - Medium,2 - Medium,Group 70,Resolver 34,True,False,Do Not Notify,?,?,?,code 6,Resolved by 33,2016-03-04 11:56:00,70.05,2,3,1,2016-03
0,True,Caller 3497,Opened by  59,Phone,Location 143,Category 26,Subcategory 175,Symptom 232,2 - Medium,2 - Medium,Group 28,Resolver 78,True,False,Do Not Notify,?,?,?,code 6,Resolved by 71,2016-03-04 11:57:00,2.133333333,0,3,0,2016-03
0,True,Caller 1293,Opened by  402,Phone,Location 204,Category 26,Subcategory 175,Symptom 473,2 - Medium,2 - Medium,Group 25,Resolver 227,True,False,Do Not Notify,?,?,?,code 6,Resolved by 206,2016-03-04 11:57:00,240.5333333,10,3,1,2016-03
0,True,Caller 3631,Opened by  402,Phone,Location 108,Category 20,Subcategory 103,Symptom 208,2 - Medium,2 - Medium,Group 27,Resolver 34,True,False,Do Not Notify,?,?,?,code 6,Resolved by 33,2016-03-04 12:00:00,155.9333333,6,3,1,2016-03
0,True,Caller 1429,Opened by  62,Phone,Location 93,Category 24,Subcategory 164,?,2 - Medium,2 - Medium,Group 23,Resolver 69,True,False,Do Not Notify,?,?,?,code 6,Resolved by 62,2016-03-04 12:02:00,240.1666667,10,3,1,2016-03
0,True,Caller 1989,Opened by  191,Phone,Location 197,Category 45,Subcategory 229,Symptom 230,2 - Medium,2 - Medium,Group 57,Resolver 101,True,False,Do Not Notify,?,?,?,code 6,Resolved by 91,2016-03-04 12:08:00,317.5333333,13,3,1,2016-03
0,True,Caller 1293,Opened by  390,Phone,Location 204,Category 26,Subcategory 175,?,2 - Medium,2 - Medium,Group 70,?,True,False,Do Not Notify,?,?,?,code 7,Resolved by 169,2016-03-04 12:09:00,291.8166667,12,3,1,2016-03
0,True,Caller 2837,Opened by  24,Phone,Location 161,Category 45,Subcategory 200,Symptom 4,2 - Medium,2 - Medium,Group 20,Resolver 89,True,False,Do Not Notify,?,?,?,code 6,Resolved by 81,2016-03-04 12:10:00,172.6,7,3,1,2016-03
0,True,Caller 2768,Opened by  301,Phone,Location 143,Category 26,Subcategory 175,Symptom 571,2 - Medium,2 - Medium,Group 28,Resolver 78,True,False,Do Not Notify,?,?,?,code 6,Resolved by 71,2016-03-04 12:10:00,92.35,3,3,1,2016-03
0,True,Caller 1006,Opened by  40,Phone,Location 204,Category 53,Subcategory 117,?,2 - Medium,2 - Medium,Group 25,Resolver 58,True,False,Do Not Notify,?,?,?,code 9,Resolved by 53,2016-03-04 12:14:00,71.78333333,2,3,1,2016-03
0,True,Caller 2719,Opened by  55,Phone,Location 55,Category 23,Subcategory 3,Symptom 308,2 - Medium,2 - Medium,Group 70,Resolver 28,True,False,Do Not Notify,?,?,?,code 6,Resolved by 27,2016-03-04 12:14:00,120.7666667,5,3,1,2016-03
0,True,Caller 4106,Opened by  386,Phone,Location 204,Category 53,Subcategory 194,?,2 - Medium,2 - Medium,Group 70,Resolver 125,True,False,Do Not Notify,?,?,?,code 5,Resolved by 113,2016-03-04 12:16:00,143.4333333,5,3,1,2016-03
0,True,Caller 4021,Opened by  402,Phone,Location 204,Category 32,Subcategory 9,Symptom 4,2 - Medium,2 - Medium,Group 69,Resolver 130,True,False,Do Not Notify,?,?,?,code 10,Resolved by 117,2016-03-04 12:29:00,457.0833333,19,3,1,2016-03
0,True,Caller 4145,Opened by  402,Phone,Location 204,Category 20,Subcategory 125,Symptom 208,2 - Medium,2 - Medium,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,code 5,Resolved by 113,2016-03-04 12:32:00,119.75,4,3,1,2016-03
0,True,Caller 4021,Opened by  402,Phone,Location 204,Category 45,Subcategory 200,Symptom 208,2 - Medium,2 - Medium,Group 70,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 175,2016-03-04 12:35:00,120.4166667,5,3,1,2016-03
0,True,Caller 2768,Opened by  301,Phone,Location 143,Category 51,Subcategory 301,Symptom 470,2 - Medium,2 - Medium,Group 28,Resolver 78,True,False,Do Not Notify,?,?,?,code 6,Resolved by 71,2016-03-04 12:37:00,76.41666667,3,3,1,2016-03
0,True,Caller 4021,Opened by  402,Phone,Location 204,Category 37,Subcategory 123,Symptom 257,2 - Medium,2 - Medium,Group 25,Resolver 58,True,False,Do Not Notify,?,?,?,code 6,Resolved by 53,2016-03-04 12:41:00,70.38333333,2,3,1,2016-03
0,True,Caller 4021,Opened by  402,Phone,Location 204,Category 45,Subcategory 200,Symptom 580,2 - Medium,2 - Medium,Group 20,Resolver 57,True,False,Do Not Notify,?,?,?,code 6,Resolved by 53,2016-03-04 12:45:00,334.7666667,13,3,1,2016-03
0,True,Caller 4934,Opened by  40,Phone,Location 51,Category 61,Subcategory 164,Symptom 387,2 - Medium,2 - Medium,Group 74,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 180,2016-03-04 12:45:00,142.8166667,5,3,1,2016-03
0,True,Caller 4997,Opened by  402,Phone,Location 204,Category 53,Subcategory 20,Symptom 387,2 - Medium,2 - Medium,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,code 6,Resolved by 53,2016-03-04 12:48:00,338.1833333,14,3,1,2016-03
0,True,Caller 527,Opened by  59,Phone,Location 204,Category 45,Subcategory 220,Symptom 208,2 - Medium,2 - Medium,Group 55,?,True,False,Do Not Notify,?,?,?,code 6,Resolved by 158,2016-03-04 13:04:00,841.1666667,35,3,1,2016-03
